CreatedAt,ScreenName,TweetText
2020-01-15T14:20:32.000Z,1217451503373443078,Barclays Lowers First Solar $FSLR to Underweight https://t.co/lwxHDcr1tp #markets
2020-01-15T14:20:31.000Z,1217451498759761920,Barclays Lowers First Solar $FSLR to Underweight https://t.co/FHiGQ13cey #stocks
2020-01-15T14:19:47.000Z,1217451315892232193,RT @BrandonVanZee: https://t.co/XFaXSs4jGC via @Market_Scholars  #9at9 #premarket #stocks #upgrades #earnings #daytrading #WednesdayWisdom…
2020-01-15T14:15:27.000Z,1217450225381584896,#PreMarket #Stocks #StocksToWatch #StocksToTrade $FLNT$OGI$RMTI$EDNT$ONCY$CLVS$NIO$MNTA$NVCN$NKTR$AXDX$INPX$ADAP$TGT$FSLR$BYND$BRZU
2020-01-15T14:14:08.000Z,1217449895495421952,Gappers🦴Pre #algo low latency on🗣️+ $CETX $FLNT $OGI $CLVS $MNTA $RMTI $NIO $ONCY- $PHIO $AXDX $INPX $NKTR $ADAP $TGT $FSLR $BYND https://t.co/LhKaCiQYao
2020-01-15T14:12:55.000Z,1217449589361512448,$FSLR  new alert at https://t.co/A7qrDarJHY  #stocks #daytrading  #NYSE #NASDAQ #market 865
2020-01-15T14:12:29.000Z,1217449479395213314,Premarket losers$TGT $TSLA $BYND $UI $PNC $FICO $FSLR $NKTR $BBY $GS Track today's losers. Live scans start 930am ET#nyse #nasdaqhttps://t.co/PSMVkXRyA1
2020-01-15T14:11:15.000Z,1217449170295910400,RT @BrandonVanZee: https://t.co/XFaXSs4jGC via @Market_Scholars  #9at9 #premarket #stocks #upgrades #earnings #daytrading #WednesdayWisdom…
2020-01-15T14:10:45.000Z,1217449041937817600,#ClimateChange On top of committing billions and billions of dollars for the decade to climate change and ESG  Goldman Sachs $GS has several clean energy stock picks for a solid follow-on rise in 2020. $FSLR $ENPH $RUN $SPWR top that list.https://t.co/9Y3fnFhswL https://t.co/oulk8xuJAZ
2020-01-15T14:10:04.000Z,1217448869874872320,Heads up! $FSLR $GS $SPY price is approaching 60 day high. Will it hold? https://t.co/5UV4seydTa #stocks https://t.co/pthd8wlXG4
2020-01-15T14:08:02.000Z,1217448360195624960,@trader_53 Don't think the analyst understands how $FSLR business works or basic arithmetic. The denominator (US solar developments) has increased massively and $FSLR opportunistically builds projects to place modules. They aren't a pure developer. He is comparing apples and oranges
2020-01-15T14:08:00.000Z,1217448352184324096,RT @BankTheTrade: $FSLR(58.78) down 3 Barclays analyst Moses Sutton downgrades First Solar (NASDAQ:FSLR) from Overweight to Underweight and…
2020-01-15T14:08:00.000Z,1217448348573106182,RT @BrandonVanZee: https://t.co/XFaXSs4jGC via @Market_Scholars  #9at9 #premarket #stocks #upgrades #earnings #daytrading #WednesdayWisdom…
2020-01-15T14:07:23.000Z,1217448196114350080,#stockmarket #investing WEDNESDAY Top Analyst Upgrades and Downgrades PART 1 $AEP $BYND $TCPC $BPMC $GOOS $CDLX $COP $DAL $DKS $ERJ $FRT $FSLR $HUN https://t.co/HN757DB2aU https://t.co/UPEEGiFSmj
2020-01-15T14:07:13.000Z,1217448154683052032,BlackRock CEO says the climate crisis is about to trigger ‘a fundamental reshaping of finance’ SPONSOR: $HPQ.ca Silicon $FSLR $SPWR $CSIQ $PYR.ca $XMG.ca https://t.co/5SZsHCz5gZ
2020-01-15T14:07:02.000Z,1217448107132313600,$FSLR NEW ARTICLE : Top solar name slapped with double downgrade by Barclays https://t.co/JqS4LEuDdR Get all the latest $FSLR related news here : https://t.co/KiUpjjwpib
2020-01-15T14:05:53.000Z,1217447817268158465,PM Down Gappers (Medium / Large): $NKTR $ADAP $TGT $FSLR $ADXS $ACOR $TLRY $CFRX $FRC $BAC https://t.co/RW5o8hcIBX
